months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital.gains,capital.loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
315,48,559363,1995-08-19,IL,500/1000,500,1147.51,5000000.0,558745,MALE,MD,priv-house-serv,polo,other-relative,19429,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,0,1,YES,2,2,?,60010.0,10800,11400,50600,Mercedes,E400,1995,N
264,44,834206,2006-02-05,IN,500/1000,500,1337.61,0.0,402120,FEMALE,Associate,protective-serv,hiking,not-in-family,0,11353,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,7,2,YES,0,3,NO,92100.0,7840,10500,55900,Dodge,RAM,2007,Y
235,46,258245,2011-12-12,IN,100/300,1000,1058.72,3000000.0,477524,MALE,PhD,other-service,skydiving,husband,55261,85360,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,3,1,YES,0,3,?,91410.0,9550,23290,56030,Audi,A3,2011,N
44,28,606462,1992-01-05,IN,250/500,500,1316.22,1000000.0,463785,FEMALE,JD,machine-op-inspct,skydiving,other-relative,10376,21406,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,2,?,57220.0,10320,8730,57700,Ford,F150,2013,N
57,30,474390,2014-08-17,OH,250/500,1000,1578.7,0.0,494418,MALE,PhD,machine-op-inspct,movies,not-in-family,46574,27081,2015-02-27,Parked Car,?,Minor Damage,Police,VA,Northbend,5821 2nd St,7,1,NO,0,0,YES,20900.0,500,3400,7510,Ford,F150,2008,N
269,47,569599,1990-06-22,IL,100/300,500,1553.48,1000000.0,460706,FEMALE,Masters,other-service,reading,husband,0,0,2015-01-06,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,6044 Weaver Drive,6,4,?,0,3,NO,61720.0,2000,19500,70150,BMW,X6,2005,N
86,26,822402,2000-11-05,OH,500/1000,500,1935.79,2000000.0,445697,FEMALE,Associate,priv-house-serv,paintball,not-in-family,55773,24542,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,8215 Flute Drive,6,1,NO,2,0,?,66200.0,11800,9700,56400,Mercedes,C300,1992,N
16,30,1177079,2006-12-09,IN,100/300,1000,1467.12,0.0,506720,FEMALE,MD,armed-forces,video-games,other-relative,0,23413,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,1275 4th Ridge,13,1,NO,0,3,?,46700.0,5420,12890,56910,Dodge,RAM,2005,N
218,43,941832,1992-12-11,IN,250/500,500,762.36,0.0,426781,MALE,Associate,prof-specialty,golf,own-child,0,6748,2015-02-20,Vehicle Theft,?,Trivial Damage,Police,PA,Northbend,8920 Best Ave,13,1,NO,1,0,YES,23930.0,2600,3660,8380,Volkswagen,Jetta,2006,N
222,41,608676,1997-04-21,IN,100/300,1000,603.36,0.0,500520,FEMALE,College,farming-fishing,camping,own-child,5038,70681,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Hillsdale,4020 Best Drive,4,1,?,1,1,YES,55700.0,9500,9250,35160,Suburu,Legacy,1995,Y
90,39,1026328,2000-05-04,IN,100/300,1000,1187.85,1000000.0,381313,MALE,MD,protective-serv,camping,own-child,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,14,1,?,0,1,?,90800.0,9300,15280,33340,Saab,93,2007,N
317,29,243860,2013-04-30,IN,100/300,500,1102.28,1000000.0,525016,MALE,College,handlers-cleaners,kayaking,not-in-family,0,71216,2015-02-19,Single Vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,8269 Sky Hwy,12,1,YES,2,3,?,77700.0,16010,12340,41200,Toyota,Highlander,2008,Y
87,35,360015,2004-07-16,IN,250/500,500,1008.32,3000000.0,517863,FEMALE,Masters,adm-clerical,video-games,own-child,0,1267,2015-01-13,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,20,3,NO,1,3,?,5100.0,0,2900,9100,Toyota,Camry,2002,N
468,34,818732,2009-12-11,IL,500/1000,500,1355.06,1000000.0,639582,MALE,PhD,handlers-cleaners,camping,unmarried,61273,0,2015-02-15,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Northbend,7570 Cherokee Drive,12,1,YES,0,0,YES,67380.0,9900,10240,53700,Suburu,Forrestor,2000,N
420,50,1272791,1993-04-14,IL,500/1000,2000,805.53,2000000.0,463625,MALE,JD,tech-support,sleeping,not-in-family,760,106304,2015-02-07,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,1316 Britain Ridge,14,3,YES,1,2,YES,67600.0,17300,15400,45410,Nissan,Pathfinder,2008,N
185,47,254500,2009-02-12,OH,100/300,2000,1501.66,0.0,409069,MALE,Associate,handlers-cleaners,chess,husband,28425,0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,75380.0,11710,13600,52000,Nissan,Pathfinder,1996,N
161,31,223734,2007-10-24,IN,100/300,1000,729.2,0.0,536619,MALE,MD,exec-managerial,camping,husband,0,0,2015-01-23,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,1705 Weaver St,9,3,YES,2,3,YES,51380.0,200,6550,23400,Nissan,Pathfinder,2009,N
280,37,1003584,1998-12-19,IN,250/500,500,1207.57,1000000.0,535720,MALE,JD,tech-support,golf,other-relative,0,0,2015-01-13,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,7240 5th Ridge,1,2,?,1,2,NO,8800.0,0,4160,1350,Accura,TL,2006,N
187,48,566441,1999-07-31,OH,500/1000,2000,1208.01,0.0,430281,FEMALE,Associate,adm-clerical,hiking,own-child,106473,44965,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2777 Solo Drive,15,1,NO,1,1,YES,61950.0,8600,8190,51600,Toyota,Highlander,1999,N
225,47,861635,1991-12-14,OH,250/500,2000,1534.52,0.0,484528,FEMALE,Associate,tech-support,sleeping,unmarried,33108,24409,2015-01-04,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,2950 MLK Ave,5,2,?,2,5,?,77020.0,4810,9400,53210,Nissan,Maxima,2008,N
204,37,921929,1991-01-13,IL,500/1000,500,1939.99,0.0,673262,MALE,PhD,prof-specialty,yachting,own-child,8106,0,2015-02-12,Single Vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,3540 Maple St,16,1,YES,1,1,YES,44700.0,12920,7600,49000,Audi,A3,2005,N
185,40,1107709,1992-12-11,IN,250/500,1000,908.01,0.0,385914,MALE,Associate,prof-specialty,golf,own-child,32680,0,2015-02-20,Vehicle Theft,?,Trivial Damage,Police,PA,Northbend,8920 Best Ave,16,1,NO,1,1,YES,8600.0,0,1780,12580,Volkswagen,Jetta,1993,N
149,51,742691,1995-12-04,OH,250/500,1000,811.98,0.0,469646,FEMALE,Associate,sales,paintball,husband,8866,0,2015-02-11,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,2324 Texas Ridge,15,1,NO,1,2,NO,7500.0,6100,0,4600,Chevrolet,Malibu,2005,N
518,44,1057714,2004-08-12,IL,500/1000,1000,1298.93,0.0,571433,FEMALE,Masters,handlers-cleaners,paintball,wife,0,79965,2015-02-18,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,7797 Tree Ridge,23,1,YES,0,2,?,108390.0,6950,10900,67300,Mercedes,E400,2003,N
272,50,531209,1992-04-28,IN,100/300,2000,1553.52,1000000.0,472038,MALE,Associate,sales,skydiving,other-relative,0,28399,2015-02-02,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,1910 Sky Ave,10,1,?,1,2,NO,73300.0,10480,15570,54710,Audi,A5,2004,N
229,42,446367,1990-10-02,OH,250/500,1000,1132.91,8000000.0,711809,MALE,Masters,protective-serv,polo,unmarried,5109,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,0,4,NO,1,0,?,83700.0,13200,13700,43800,Toyota,Corolla,2009,N
197,39,690484,2014-03-04,IL,500/1000,2000,1421.93,2000000.0,440423,FEMALE,PhD,machine-op-inspct,basketball,unmarried,0,0,2015-02-15,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbrook,2100 Francis Drive,10,2,NO,3,3,NO,75600.0,12400,11230,38100,Accura,TL,2012,N
387,50,672321,1993-06-18,IN,100/300,1000,1559.13,0.0,608218,MALE,PhD,craft-repair,yachting,own-child,21119,935,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,8917 Tree Ridge,12,3,YES,1,1,?,59290.0,10990,13100,32650,Chevrolet,Tahoe,2008,N
201,43,749696,1991-08-21,OH,250/500,2000,1210.52,0.0,565025,MALE,MD,priv-house-serv,base-jumping,not-in-family,63829,0,2015-02-04,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,YES,1,0,?,17770.0,0,0,12900,Honda,Civic,2008,N
197,24,101403,2013-01-23,IL,100/300,2000,1234.02,1000000.0,469405,FEMALE,JD,tech-support,bungie-jumping,unmarried,0,0,2015-02-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,2003 Maple Hwy,21,2,?,1,2,NO,18190.0,0,1900,21700,Audi,A3,2009,N
375,47,407301,2010-03-06,IN,100/300,2000,812.4,7000000.0,603296,MALE,MD,tech-support,board-games,wife,31359,0,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,4519 Embaracadero St,10,1,?,1,1,YES,80600.0,16100,15930,49400,Jeep,Wrangler,2008,N
285,51,1019041,2006-11-25,IL,250/500,500,1296.37,2000000.0,397904,FEMALE,JD,prof-specialty,video-games,own-child,0,49568,2015-01-12,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,1376 Pine St,2,2,NO,2,0,NO,55740.0,9400,11080,66300,Volkswagen,Jetta,2012,N
144,41,539028,1997-02-05,IL,100/300,1000,1686.81,1000000.0,612700,FEMALE,PhD,other-service,golf,own-child,7931,0,2015-01-30,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Arlington,4872 Rock Ridge,12,1,NO,2,1,YES,11300.0,4970,0,36000,Toyota,Camry,2014,N
503,63,1025804,1995-02-18,OH,100/300,1000,1102.46,3000000.0,394428,MALE,Masters,adm-clerical,skydiving,own-child,0,0,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,1215 Pine Hwy,14,1,?,0,1,NO,94800.0,3000,15860,53720,Suburu,Forrestor,2006,N
106,36,905714,2005-08-05,IN,250/500,500,1521.2,3000000.0,494944,FEMALE,Associate,prof-specialty,basketball,wife,0,46999,2015-02-17,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,2914 Oak Drive,9,2,?,1,2,NO,81800.0,4300,10300,40100,Mercedes,ML350,2008,N
230,53,406628,2005-08-23,IN,250/500,2000,882.55,2000000.0,509141,MALE,High School,prof-specialty,camping,husband,0,1121,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,YES,1,4,?,74740.0,6500,14070,64800,Dodge,RAM,2011,N
205,33,1012597,2001-11-29,IN,500/1000,500,734.34,0.0,452473,MALE,JD,handlers-cleaners,golf,not-in-family,0,39672,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Riverwood,1328 Texas Lane,5,4,NO,0,3,?,50000.0,9800,8640,42900,Volkswagen,Passat,2004,Y
292,49,1243862,2000-05-21,OH,250/500,2000,1080.42,0.0,457689,FEMALE,College,tech-support,dancing,other-relative,36912,0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,12,3,?,2,4,YES,37200.0,19700,6200,37000,Nissan,Pathfinder,1996,N
167,28,127021,1990-08-02,IN,500/1000,500,1230.96,8000000.0,391562,MALE,High School,farming-fishing,reading,own-child,0,0,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,6738 Washington Hwy,2,3,NO,2,2,NO,64010.0,0,5330,33700,Accura,TL,2012,Y
66,25,15120,1998-02-12,IL,500/1000,2000,1490.42,0.0,371072,FEMALE,JD,farming-fishing,video-games,wife,0,0,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,6315 2nd Lane,21,2,?,0,4,YES,37200.0,9240,7400,41050,Accura,MDX,2013,N
98,30,936635,2011-06-06,OH,250/500,1000,1147.39,0.0,589207,FEMALE,MD,priv-house-serv,paintball,husband,0,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,8,4,NO,1,0,?,58600.0,16300,7300,49900,Suburu,Forrestor,1992,N
133,32,325254,2010-03-17,OH,100/300,500,1200.51,0.0,474080,FEMALE,JD,protective-serv,skydiving,not-in-family,76484,0,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,23,2,NO,1,3,YES,88900.0,10000,80,41200,Dodge,RAM,2007,N
289,49,228787,2000-08-30,IL,500/1000,1000,1043.45,1000000.0,405370,FEMALE,PhD,transport-moving,reading,husband,31317,61297,2015-01-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,4434 Lincoln Ave,8,2,?,2,3,NO,77420.0,1600,10900,44800,Nissan,Maxima,2002,Y
355,23,24164,1990-08-02,IN,500/1000,500,1447.61,8000000.0,416531,MALE,High School,farming-fishing,reading,own-child,0,37024,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,6738 Washington Hwy,7,3,NO,2,2,NO,32500.0,4660,7100,42690,Accura,TL,2006,Y
207,30,126462,1993-12-06,OH,100/300,2000,1266.21,0.0,464533,MALE,Associate,priv-house-serv,skydiving,own-child,0,0,2015-02-09,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,4486 Cherokee Ridge,5,1,?,1,3,?,54000.0,7400,4320,53590,Honda,CRV,1995,N
289,34,206400,1994-06-13,IL,500/1000,2000,1496.1,0.0,404337,FEMALE,Masters,machine-op-inspct,exercise,own-child,14716,44431,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,5782 Rock Drive,14,3,YES,0,3,NO,49900.0,3300,4120,45100,Chevrolet,Malibu,2006,Y
191,37,1024279,1991-12-28,OH,250/500,2000,1524.8,0.0,361214,FEMALE,PhD,transport-moving,video-games,not-in-family,0,0,2015-02-18,Vehicle Theft,?,Minor Damage,Police,SC,Northbrook,7693 Britain Lane,18,1,YES,1,0,YES,5300.0,0,600,11600,Jeep,Grand Cherokee,1997,N
216,31,480172,2014-06-11,IL,250/500,500,1819.76,0.0,663834,FEMALE,Masters,prof-specialty,paintball,not-in-family,43648,0,2015-01-24,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,5874 1st Hwy,14,1,NO,0,1,YES,64100.0,4100,5600,51890,Audi,A3,2000,Y
93,40,43401,1990-11-27,IL,250/500,500,1403.67,0.0,644747,MALE,JD,sales,chess,own-child,76688,41650,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,17,1,NO,1,2,?,53200.0,9100,8940,30100,Volkswagen,Jetta,2013,Y
123,28,826224,2002-04-12,OH,250/500,1000,760.62,1000000.0,444992,FEMALE,PhD,craft-repair,paintball,not-in-family,0,3870,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,1,1,YES,21300.0,1010,7970,2910,Toyota,Corolla,2011,N
222,39,476497,1996-05-11,OH,250/500,1000,1677.65,6000000.0,586879,MALE,High School,handlers-cleaners,chess,wife,0,82701,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,3397 5th Ave,23,4,NO,2,0,NO,48200.0,8200,10500,47100,Saab,92x,1995,Y
268,36,473020,1998-12-28,OH,250/500,2000,1144.01,0.0,520353,FEMALE,College,machine-op-inspct,board-games,not-in-family,0,50842,2015-01-15,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Springfield,6851 3rd Drive,11,1,NO,0,2,YES,28200.0,8150,13200,48300,Dodge,Neon,2007,Y
456,59,654444,2008-11-20,IN,250/500,500,820.26,0.0,480585,FEMALE,PhD,prof-specialty,chess,unmarried,0,0,2015-02-28,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,4866 4th Hwy,16,2,?,2,3,?,35610.0,0,7400,80800,Honda,CRV,2010,N
262,40,1094430,2010-05-11,IL,100/300,1000,1550.55,0.0,454395,FEMALE,High School,sales,exercise,other-relative,70702,0,2015-01-01,Vehicle Theft,?,Minor Damage,Police,VA,Riverwood,2577 Washington Drive,13,1,?,1,1,NO,9400.0,0,4400,1230,Ford,Escape,2013,N
138,28,54715,2004-01-02,IL,100/300,2000,1414.1,0.0,365732,MALE,PhD,priv-house-serv,exercise,not-in-family,70331,5781,2015-01-03,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,7,3,YES,1,2,YES,78700.0,4100,16550,42000,Volkswagen,Jetta,2002,N
155,43,112151,2007-04-24,OH,250/500,2000,1650.32,5000000.0,476209,MALE,PhD,sales,chess,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,1269 Flute Drive,21,3,NO,1,0,NO,58230.0,6570,7210,44000,Ford,Escape,2006,Y
421,61,203675,1999-04-17,OH,250/500,2000,1399.11,0.0,406659,MALE,Associate,tech-support,movies,own-child,19645,0,2015-02-09,Parked Car,?,Minor Damage,,SC,Riverwood,1845 Best St,4,1,YES,1,2,YES,11340.0,420,6600,39100,Volkswagen,Passat,2006,N
467,60,880637,2004-11-04,OH,100/300,1000,1371.95,0.0,402847,MALE,MD,farming-fishing,cross-fit,other-relative,69354,0,2015-01-05,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbend,3167 4th Ridge,9,1,?,0,1,YES,34600.0,3510,9680,32500,Saab,95,1994,Y
327,36,404067,2003-08-23,OH,500/1000,500,1077.45,0.0,664539,FEMALE,PhD,priv-house-serv,yachting,not-in-family,0,71411,2015-02-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,9720 Lincoln Hwy,20,4,?,1,1,YES,56610.0,8360,2900,31600,Saab,92x,2007,N
222,34,110929,2000-08-15,OH,100/300,500,1488.25,1000000.0,636588,MALE,JD,transport-moving,base-jumping,not-in-family,63656,47086,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,6638 Tree Drive,15,1,NO,1,0,YES,14440.0,8710,7940,31500,Accura,MDX,1994,N
54,43,419685,1994-09-17,OH,500/1000,2000,858.94,2000000.0,623200,FEMALE,Masters,other-service,paintball,wife,0,43442,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,5,4,NO,3,4,?,63990.0,16700,14100,15600,Dodge,RAM,2015,N
265,44,281720,1990-02-18,OH,100/300,2000,1414.27,1000000.0,566307,MALE,MD,priv-house-serv,reading,husband,0,0,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,2,NO,0,1,NO,47200.0,5490,12550,57000,Toyota,Camry,2004,N
263,17,253196,1992-02-29,OH,500/1000,500,1135.09,1000000.0,551436,MALE,JD,other-service,skydiving,other-relative,14224,0,2015-02-03,Parked Car,?,Trivial Damage,Police,SC,Northbend,8876 1st St,7,1,NO,0,3,NO,600.0,0,2940,3100,Volkswagen,Passat,2008,N
103,39,764611,2009-05-09,OH,500/1000,500,1264.94,2000000.0,533315,FEMALE,Masters,tech-support,exercise,not-in-family,0,13195,2015-02-10,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Springfield,9138 3rd St,1,1,NO,3,1,NO,32380.0,9400,7450,49100,BMW,M5,2007,N
471,63,942510,1992-12-09,IN,100/300,2000,1262.72,0.0,548841,MALE,College,adm-clerical,sleeping,unmarried,12932,0,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,9734 2nd Ridge,7,3,NO,1,0,NO,77560.0,6580,5070,28100,Jeep,Wrangler,2013,N
144,24,528387,2011-09-17,IL,250/500,2000,1217.32,4000000.0,607786,FEMALE,Masters,sales,sleeping,husband,0,0,2015-01-14,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,7756 Solo Drive,8,4,?,0,3,?,49800.0,10100,7200,25980,Saab,92x,1999,Y
517,37,603003,2008-07-20,OH,100/300,2000,1391.5,0.0,421784,FEMALE,Associate,craft-repair,movies,wife,16283,0,2015-02-24,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,1091 1st Drive,14,1,YES,1,3,NO,80000.0,7100,10900,44600,BMW,3 Series,2002,N
178,39,335006,2012-12-02,IN,500/1000,1000,1290.14,0.0,569667,MALE,JD,other-service,paintball,husband,0,0,2015-01-24,Parked Car,?,Trivial Damage,,NY,Arlington,9639 Britain Ridge,6,1,YES,0,1,?,26200.0,0,4700,5370,Saab,93,2005,N
12,34,1049670,2014-09-02,OH,100/300,500,1506.32,3000000.0,449838,MALE,JD,tech-support,chess,wife,0,20797,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,16,1,NO,2,1,NO,45800.0,14600,4400,32200,Chevrolet,Silverado,2000,Y
408,38,1245572,1991-12-12,OH,250/500,1000,830.87,2000000.0,473980,FEMALE,High School,sales,chess,wife,2739,7391,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,4291 Sky Hwy,7,1,YES,2,1,?,65500.0,0,7100,65500,Mercedes,C300,1992,Y
366,49,836615,1991-04-13,OH,500/1000,500,1319.09,3000000.0,480990,FEMALE,MD,other-service,chess,wife,0,672,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,4,1,YES,2,2,YES,54200.0,11000,5700,40360,Accura,TL,2010,N
195,41,854219,1999-08-29,OH,250/500,1000,913.73,0.0,425523,MALE,MD,machine-op-inspct,reading,wife,61182,0,2015-02-15,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,8021 Flute Ave,5,2,NO,1,0,NO,78100.0,8800,9000,50500,Dodge,Neon,1995,N
321,48,234621,1996-06-19,IL,500/1000,500,1745.87,0.0,463815,FEMALE,MD,prof-specialty,exercise,not-in-family,4328,40448,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Hillsdale,8782 3rd St,2,1,?,2,5,?,51100.0,8300,8800,48700,Saab,92x,1998,Y
121,52,714296,2004-07-22,IN,500/1000,1000,1249.9,0.0,639745,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,64939,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,19,3,?,2,1,NO,68500.0,17790,12300,43850,Chevrolet,Malibu,2005,N
365,37,132077,2005-07-27,IN,250/500,500,1037.67,0.0,458201,MALE,Masters,adm-clerical,paintball,own-child,11562,0,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,1126 Texas Hwy,5,3,?,2,1,NO,73830.0,7100,14400,81840,Dodge,RAM,2008,N
229,30,1132997,2010-02-27,IN,100/300,1000,1748.6,1000000.0,458693,FEMALE,Associate,craft-repair,cross-fit,wife,5998,0,2015-01-14,Vehicle Theft,?,Trivial Damage,Police,NY,Arlington,8477 Francis Hwy,15,2,NO,1,1,?,18400.0,4050,0,7400,Chevrolet,Malibu,2005,Y
154,33,784912,2011-12-30,IL,250/500,500,1343.88,0.0,496574,FEMALE,College,tech-support,hiking,wife,0,0,2015-01-08,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,4,1,YES,2,2,YES,39300.0,6000,12500,5230,Honda,Civic,1996,Y
567,61,939768,2009-06-24,OH,250/500,1000,1344.15,0.0,571335,FEMALE,MD,protective-serv,chess,own-child,0,54588,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,Hillsdale,5352 Lincoln Drive,9,2,?,1,2,NO,69600.0,600,16680,55950,Saab,92x,2012,Y
19,12,719323,2012-10-09,IN,500/1000,500,1055.29,0.0,387928,MALE,High School,handlers-cleaners,hiking,husband,0,2244,2015-02-05,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,6117 4th Ave,12,1,?,1,0,?,104100.0,14990,16100,72000,Toyota,Corolla,2005,N
66,29,656582,2007-12-16,IN,100/300,2000,1586.95,0.0,449842,FEMALE,College,handlers-cleaners,board-games,husband,8171,0,2015-02-20,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,10,2,YES,1,1,NO,104300.0,12110,11750,68190,Jeep,Wrangler,2010,N
334,33,1000243,1991-02-05,IL,500/1000,1000,1464.35,0.0,492010,MALE,Masters,craft-repair,dancing,unmarried,0,26351,2015-01-09,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,2,1,NO,1,1,?,4030.0,0,900,15350,Suburu,Impreza,1997,N
20,40,568887,2009-09-08,IN,100/300,500,1094.52,6000000.0,634142,FEMALE,College,transport-moving,skydiving,wife,9302,57140,2015-02-15,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,3110 Lincoln Lane,1,3,?,2,4,NO,48830.0,14200,7280,41540,Honda,Civic,2000,N
369,62,613439,2005-07-01,OH,500/1000,500,955.14,0.0,458198,FEMALE,Masters,priv-house-serv,board-games,other-relative,6086,0,2015-02-26,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,4618 Flute Ave,10,3,NO,0,1,NO,17900.0,11700,3710,35830,Audi,A3,2011,N
186,36,723681,2005-12-04,OH,500/1000,2000,900.23,0.0,492019,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,18891,1626,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,15,3,YES,0,3,NO,27120.0,0,900,33500,Audi,A5,2002,Y
434,64,573877,2012-04-27,IN,100/300,1000,1359.67,0.0,411382,MALE,High School,craft-repair,movies,wife,0,69931,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,7,3,?,1,1,?,40300.0,6790,5580,29500,Ford,Fusion,2012,Y
145,31,826764,2009-02-17,IL,100/300,500,1474.32,0.0,480893,FEMALE,High School,priv-house-serv,exercise,wife,0,21176,2015-01-23,Parked Car,?,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,9,1,?,1,3,NO,6100.0,0,0,2800,Nissan,Pathfinder,2006,N
